==========================================
SLURM_JOB_ID = 8015053
SLURM_JOB_NODELIST = a02-01
TMPDIR = /tmp/SLURM_8015053
==========================================
/home1/dpwani/.conda/envs/dipak-vqa-2/lib/python3.10/site-packages/torch/optim/lr_scheduler.py:131: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
  warnings.warn("Detected call of `lr_scheduler.step()` before `optimizer.step()`. "
| TRAIN SET | Epoch [01/30], Step [0000/1733], Loss: 6.9094
| TRAIN SET | Epoch [01/30], Step [0001/1733], Loss: 6.8602
| TRAIN SET | Epoch [01/30], Step [0002/1733], Loss: 6.6444
| TRAIN SET | Epoch [01/30], Step [0003/1733], Loss: 6.0174
| TRAIN SET | Epoch [01/30], Step [0004/1733], Loss: 5.1728
| TRAIN SET | Epoch [01/30], Step [0005/1733], Loss: 4.5916
| TRAIN SET | Epoch [01/30], Step [0006/1733], Loss: 5.0155
| TRAIN SET | Epoch [01/30], Step [0007/1733], Loss: 5.2367
| TRAIN SET | Epoch [01/30], Step [0008/1733], Loss: 4.7832
| TRAIN SET | Epoch [01/30], Step [0009/1733], Loss: 4.7340
| TRAIN SET | Epoch [01/30], Step [0010/1733], Loss: 4.7579
| TRAIN SET | Epoch [01/30], Step [0011/1733], Loss: 4.8514
| TRAIN SET | Epoch [01/30], Step [0012/1733], Loss: 5.0287
| TRAIN SET | Epoch [01/30], Step [0013/1733], Loss: 4.7258
| TRAIN SET | Epoch [01/30], Step [0014/1733], Loss: 4.5593
| TRAIN SET | Epoch [01/30], Step [0015/1733], Loss: 4.7131
| TRAIN SET | Epoch [01/30], Step [0016/1733], Loss: 4.8442
| TRAIN SET | Epoch [01/30], Step [0017/1733], Loss: 4.7382
| TRAIN SET | Epoch [01/30], Step [0018/1733], Loss: 4.3716
| TRAIN SET | Epoch [01/30], Step [0019/1733], Loss: 4.7118
| TRAIN SET | Epoch [01/30], Step [0020/1733], Loss: 4.6670
| TRAIN SET | Epoch [01/30], Step [0021/1733], Loss: 4.4256
| TRAIN SET | Epoch [01/30], Step [0022/1733], Loss: 4.6607
| TRAIN SET | Epoch [01/30], Step [0023/1733], Loss: 4.7225
